exerciseId,name,gifUrl,targetMuscles,secondaryMuscles,instructions,imageUrl,workout_type,met,bodyPartMajor,bodyPartMinor,equipmentCategory,equipmentDetail,equipmentOriginalDetail
8urJS9b,웨이티드 하이퍼익스텐션 (온 스태빌리티 볼),https://static.exercisedb.dev/media/8urJS9b.gif,척추,둔근 | 햄스트링,Step:1 스태빌리티 볼 위에 얼굴을 아래로 향하게 엎드려 엉덩이를 볼 위에 올리고 발은 벽에 대어 안정성을 확보합니다. | Step:2 손을 머리 뒤에 대거나 가슴 위에 교차합니다. | Step:3 코어를 사용하고 상체를 볼에서 천천히 들어 올려 등까지 펴서 몸이 일직선이 되도록 합니다. | Step:4 가장 높은 지점에서 잠시 멈춘 후 상체를 천천히 시작 자세로 다시 내립니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/8urJS9b.webp,weight,5.0,등,,기타,중량,중량
8xUv4J7,케이블 시티드 크런치,https://static.exercisedb.dev/media/8xUv4J7.gif,복근,obliques,Step:1 케이블 머신에 앉아 발을 바닥에 평평하게 대고 무릎을 구부립니다. | Step:2 양손으로 케이블 핸들을 잡고 머리 뒤에 위치시킵니다. | Step:3 복근을 사용하면서 상체를 천천히 앞으로 구부려 가슴을 무릎 쪽으로 가져옵니다. | Step:4 가장 높은 지점에서 잠시 멈춘 후 천천히 시작 자세로 돌아옵니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/8xUv4J7.webp,weight,5.0,코어,허리 | 복부,케이블 머신,,케이블
8yBgwBS,케이블 컨센트레이션 컬 템포,,이두근,전완근,"Step:1 벤치나 의자에 앉아 발을 바닥에 평평하게 대고 무릎을 살짝 구부립니다. | Step:2 언더핸드 그립으로 케이블 핸들을 잡고 팔꿈치를 허벅지 안쪽에 댑니다. 템포 움직임에 집중합니다. | Step:3 윗팔을 고정한 상태에서 숨을 내쉬며 이두근을 수축하면서 케이블 핸들을 어깨 쪽으로 컬합니다. | Step:4 움직임의 맨 위에서 잠시 멈춘 다음, 숨을 들이쉬면서 케이블 핸들을 천천히 시작 위치로 되돌립니다. | Step:5 원하는 횟수만큼 반복한 다음 팔을 바꿉니다.",,weight,5.0,팔,상완,케이블 머신,,케이블
903mzG8,스미스 숄더 프레스,https://static.exercisedb.dev/media/903mzG8.gif,삼각근,삼두근 | 상부 등,"Step:1 좌석 높이를 조절하고 발을 어깨너비로 벌려 스미스 머신에 위치합니다. | Step:2 어깨너비보다 약간 넓게 오버핸드 그립으로 바를 잡습니다. | Step:3 랙에서 바를 들어 올려 어깨 높이에 위치시키고, 팔꿈치를 구부리고 손바닥이 앞을 향하도록 합니다. | Step:4 팔이 머리 위로 완전히 펴질 때까지 바를 위로 누릅니다. | Step:5 맨 위에서 잠시 멈춘 다음, 바를 어깨 높이로 천천히 되돌립니다. | Step:6 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/903mzG8.webp,weight,5.0,어깨,,스미스 머신,,스미스 머신
945zpRg,바벨 와이드 리버스 그립 벤치 프레스,https://static.exercisedb.dev/media/945zpRg.gif,대흉근,삼두근 | 어깨,"Step:1 발을 바닥에 평평하게 대고 등을 벤치에 대고 눕습니다. | Step:2 어깨너비보다 약간 넓게 와이드 리버스 그립으로 바벨을 잡습니다. | Step:3 랙에서 바벨을 들어 올려 가슴 바로 위에 팔을 완전히 펴고 잡습니다. | Step:4 팔꿈치를 몸에 가깝게 붙이고 손목을 곧게 유지하면서 바벨을 천천히 가슴 쪽으로 내립니다. | Step:5 바벨이 가슴에 닿으면 잠시 멈춘 다음, 시작 위치로 다시 밀어 올립니다. | Step:6 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/945zpRg.webp,weight,5.0,가슴,,바벨,,바벨
99rWm7w,햄스트링 스트레치,https://static.exercisedb.dev/media/99rWm7w.gif,햄스트링,둔근,Step:1 발을 어깨너비로 벌리고 섭니다. | Step:2 오른쪽 발을 앞으로 내딛고 체중을 오른쪽 다리에 싣습니다. | Step:3 등을 곧게 펴고 엉덩이를 앞으로 천천히 구부리면서 양손으로 오른쪽 발을 향해 뻗습니다. | Step:4 20-30초 동안 스트레칭을 유지한 다음 시작 위치로 돌아옵니다. | Step:5 반대쪽도 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/99rWm7w.webp,weight,2.5,하체,허벅지,맨몸,,맨몸
9Ap7miY,디클라인 크런치,https://static.exercisedb.dev/media/9Ap7miY.gif,복근,고관절 굴곡근,"Step:1 발을 고정하고 무릎을 90도 각도로 구부린 상태에서 디클라인 벤치에 눕습니다. | Step:2 손을 머리 뒤나 가슴 위에 둡니다. | Step:3 복근에 힘을 주고 상체를 무릎 쪽으로 들어 올려 몸통을 말아 올립니다. | Step:4 맨 위에서 잠시 멈춘 다음, 상체를 천천히 시작 위치로 되돌립니다. | Step:5 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9Ap7miY.webp,weight,3.5,코어,허리 | 복부,맨몸,,맨몸
9c6T1YX,브릿지 - 마운틴 클라이머 (크로스 바디),https://static.exercisedb.dev/media/9c6T1YX.gif,복근,둔근 | quadriceps | 햄스트링 | 어깨 | 삼두근,Step:1 손이 어깨 바로 아래에 있고 몸이 일직선이 되도록 하이 플랭크 자세를 취합니다. | Step:2 코어에 힘을 주고 오른쪽 발을 땅에서 들어 올려 오른쪽 무릎을 왼쪽 팔꿈치 쪽으로 가져옵니다. | Step:3 오른쪽 발을 시작 위치로 되돌리고 왼쪽 발을 오른쪽 팔꿈치 쪽으로 움직이는 동작을 반복합니다. | Step:4 통제된 속도로 계속해서 번갈아 가며 실시합니다. | Step:5 엉덩이를 수평으로 유지하고 엉덩이를 너무 높이 들거나 너무 낮게 처지지 않도록 합니다. | Step:6 운동 내내 꾸준한 호흡 패턴을 유지합니다. | Step:7 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9c6T1YX.webp,weight,3.5,코어,허리 | 복부,맨몸,,맨몸
9E25EOx,스플릿 스쿼트,https://static.exercisedb.dev/media/9E25EOx.gif,대퇴사두근,둔근 | 햄스트링 | 종아리,"Step:1 발을 어깨너비로 벌리고 섭니다. | Step:2 한 발을 앞으로 내딛고 다른 발보다 약 2피트 앞에 놓습니다. | Step:3 등을 곧게 펴고 무릎과 엉덩이를 구부려 몸을 낮춥니다. | Step:4 앞 허벅지가 바닥과 평행이 되고 뒷 무릎이 바닥 바로 위에 오도록 낮춥니다. | Step:5 잠시 멈춘 다음, 앞 발뒤꿈치로 밀어 시작 위치로 돌아옵니다. | Step:6 원하는 횟수만큼 반복한 다음 다리를 바꿔 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9E25EOx.webp,weight,3.5,하체,허벅지,맨몸,,맨몸
9fCHfSc,포인티드 케이블 팜 로테이셔널 로우,,상부 등,이두근 | 전완근,"Step:1 허리 높이에서 케이블 머신에 핸들을 부착합니다. | Step:2 발을 어깨너비로 벌리고 머신을 향해 섭니다. | Step:3 손바닥이 아래를 향하도록 오버핸드 그립으로 핸들을 잡습니다. | Step:4 케이블에 장력이 생기도록 뒤로 물러서고, 등을 곧게 펴고 무릎을 살짝 구부립니다. 포인트 컨트롤을 강조합니다. | Step:5 핸들을 몸 쪽으로 당기면서 손바닥을 위로 회전시킵니다. | Step:6 움직임의 끝에서 견갑골을 함께 쥐어짭니다. | Step:7 핸들을 천천히 시작 위치로 되돌립니다. | Step:8 원하는 횟수만큼 반복합니다.",,weight,5.0,등,,케이블 머신,,케이블
9gbyYKk,밴드 시티드 힙 내부 회전,https://static.exercisedb.dev/media/9gbyYKk.gif,둔근,햄스트링 | quadriceps,"Step:1 의자나 벤치에 앉아 등을 곧게 펴고 발을 바닥에 평평하게 댑니다. | Step:2 무릎 바로 위 허벅지에 저항 밴드를 두릅니다. | Step:3 무릎을 90도 각도로 구부리고 발을 어깨너비로 벌립니다. | Step:4 둔근에 힘을 주고 무릎을 천천히 바깥쪽으로 회전시키면서 밴드의 저항을 밀어냅니다. | Step:5 움직임의 끝에서 잠시 멈춘 다음, 천천히 시작 위치로 돌아옵니다. | Step:6 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9gbyYKk.webp,weight,3.5,하체,허벅지,밴드,,밴드
9GXrTE6,스미스 원 레그 플로어 카프 레이즈,https://static.exercisedb.dev/media/9GXrTE6.gif,종아리,햄스트링 | 둔근,"Step:1 스미스 머신 바 아래 바닥에 발뒤꿈치를 들 수 있는 표면(예: 플레이트 또는 블록) 위에 놓고 머신을 향해 섭니다. | Step:2 발의 앞부분을 들어 올린 표면 위에 놓습니다. | Step:3 스미스 머신 바를 발목 바로 위, 종아리 아래에 위치시킵니다. | Step:4 안정성을 위해 손으로 바를 잡습니다. | Step:5 발목을 펴서 발뒤꿈치를 땅에서 들어 올려 몸을 들어 올립니다. | Step:6 맨 위에서 잠시 멈춘 다음, 발뒤꿈치를 천천히 시작 위치로 되돌립니다. | Step:7 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9GXrTE6.webp,weight,5.0,하체,종아리,스미스 머신,,스미스 머신
9IxJdtC,라잉 레그-힙 레이즈,https://static.exercisedb.dev/media/9IxJdtC.gif,복근,고관절 굴곡근,"Step:1 등을 대고 누워 다리를 펴고 팔을 옆구리에 둡니다. | Step:2 지지를 위해 엉덩이 아래에 손을 둡니다. | Step:3 코어에 힘을 주고 다리를 땅에서 들어 올려 천장 쪽으로 들어 올립니다. | Step:4 맨 위에서 잠시 멈춘 다음, 다리를 천천히 시작 위치로 되돌립니다. | Step:5 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9IxJdtC.webp,weight,3.5,코어,허리 | 복부,맨몸,,맨몸
9JprnPh,밴드 싱글 레그 카프 레이즈,https://static.exercisedb.dev/media/9JprnPh.gif,종아리,ankles | feet,"Step:1 발을 엉덩이 너비로 벌리고 서서 밴드를 왼쪽 발 앞쪽에 두릅니다. | Step:2 필요한 경우 안정적인 물체를 잡고 균형을 잡습니다. | Step:3 왼쪽 발뒤꿈치를 천천히 땅에서 들어 올려 발 앞부분으로 몸무게를 들어 올립니다. | Step:4 맨 위에서 잠시 멈춘 다음, 왼쪽 발뒤꿈치를 천천히 시작 위치로 되돌립니다. | Step:5 원하는 횟수만큼 반복한 다음 오른쪽 다리로 바꿉니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9JprnPh.webp,weight,5.0,하체,종아리,밴드,,밴드
9KU9TYF,레버 호리젠탈 원 레그 프레스,https://static.exercisedb.dev/media/9KU9TYF.gif,둔근,quadriceps | 햄스트링 | 종아리,"Step:1 발을 발판에 댔을 때 무릎이 90도 각도가 되도록 기계 좌석을 조절합니다. | Step:2 등받이에 등을 대고 앉아 발판에 발을 어깨너비로 벌립니다. | Step:3 안정성을 위해 손잡이나 기계 측면을 잡습니다. | Step:4 등을 등받이에 대고 다리를 펴서 발판을 몸에서 멀리 밀어냅니다. | Step:5 완전히 펴진 위치에서 잠시 멈춘 다음, 다리를 천천히 구부려 시작 위치로 돌아옵니다. | Step:6 원하는 횟수만큼 반복한 다음 다리를 바꿔 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9KU9TYF.webp,weight,5.0,하체,허벅지,머신,레버리지 머신,레버리지 머신
9n2149Z,슬레드 라잉 스쿼트,https://static.exercisedb.dev/media/9n2149Z.gif,둔근,quadriceps | 햄스트링 | 종아리,Step:1 슬레드 머신을 편안한 무게로 조절합니다. | Step:2 발을 발판에 대고 슬레드 머신에 등을 대고 눕습니다. | Step:3 발을 어깨너비로 벌리고 약간 바깥쪽으로 기울입니다. | Step:4 안정성을 위해 슬레드 머신 손잡이를 잡습니다. | Step:5 둔근과 코어 근육에 힘을 줍니다. | Step:6 발뒤꿈치로 밀고 다리를 펴서 슬레드를 들어 올립니다. | Step:7 무릎과 엉덩이를 구부려 슬레드를 다시 내립니다. | Step:8 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9n2149Z.webp,weight,5.0,하체,허벅지,머신,슬레드 머신,슬레드 머신
9pa4H5m,밴드 호리젠탈 팔로프 프레스,https://static.exercisedb.dev/media/9pa4H5m.gif,복근,obliques | 둔근,Step:1 허리 높이의 튼튼한 고정 지점에 밴드를 부착합니다. | Step:2 발을 어깨너비로 벌리고 고정 지점에 수직으로 섭니다. | Step:3 양손으로 밴드 핸들을 잡고 밴드에 장력이 생기도록 고정 지점에서 멀리 떨어집니다. | Step:4 팔꿈치를 구부리고 몸에 가깝게 붙인 상태에서 손을 가슴으로 가져옵니다. | Step:5 코어에 힘을 주고 안정적인 자세를 유지합니다. | Step:6 팔을 몸 앞에서 똑바로 뻗어 밴드를 몸에서 멀리 밀어냅니다. | Step:7 코어의 긴장을 유지하는 데 집중하면서 뻗은 자세를 몇 초 동안 유지합니다. | Step:8 밴드의 당김에 저항하면서 손을 천천히 가슴으로 되돌립니다. | Step:9 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9pa4H5m.webp,weight,5.0,코어,허리 | 복부,밴드,,밴드
9pQSkH8,덤벨 리버스 그립 인클라인 벤치 투 암 로우,https://static.exercisedb.dev/media/9pQSkH8.gif,상부 등,이두근 | 전완근,"Step:1 인클라인 벤치를 45도 각도로 설정합니다. | Step:2 벤치에 앉아 가슴을 등받이에 대고 발을 바닥에 평평하게 댑니다. | Step:3 덤벨을 언더핸드 그립으로 각 손에 잡습니다. | Step:4 앞으로 몸을 기울이고 팔을 완전히 뻗어 아래로 늘어뜨립니다. | Step:5 덤벨을 가슴 쪽으로 당기면서 어깨뼈를 함께 꽉 조입니다. | Step:6 맨 위에서 잠시 멈춘 다음, 천천히 덤벨을 시작 자세로 되돌립니다. | Step:7 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9pQSkH8.webp,weight,5.0,등,,덤벨,,덤벨
9RT8oQW,벤치 딥 온 플로어,https://static.exercisedb.dev/media/9RT8oQW.gif,삼두근,가슴 | 어깨,Step:1 벤치나 의자 가장자리에 앉아 손가락이 앞을 향하도록 가장자리를 잡습니다. | Step:2 손으로 체중을 지탱하며 엉덩이를 벤치에서 뗍니다. | Step:3 팔꿈치를 구부려 상완이 바닥과 평행이 될 때까지 몸을 내립니다. | Step:4 팔을 펴서 시작 자세로 다시 밀어 올립니다. | Step:5 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9RT8oQW.webp,weight,3.5,팔,상완,맨몸,,맨몸
9sgNE2O,바벨 딜라인 풀오버,https://static.exercisedb.dev/media/9sgNE2O.gif,대흉근,삼두근 | 어깨,"Step:1 머리가 엉덩이보다 낮게 내려가도록 딜라인 벤치에 눕고 발을 고정합니다. | Step:2 바벨을 손바닥이 몸에서 멀어지도록 잡고 어깨너비보다 약간 넓게 잡습니다. | Step:3 팔꿈치를 약간 구부린 상태로 팔을 가슴 위로 뻗습니다. | Step:4 가슴과 어깨에 스트레칭이 느껴질 때까지 바벨을 머리 뒤쪽으로 호를 그리며 내립니다. | Step:5 잠시 멈춘 다음, 동작을 반대로 하여 바벨을 시작 자세로 되돌립니다. | Step:6 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9sgNE2O.webp,weight,2.5,가슴,,바벨,,바벨
9Tkqa9O,케틀벨 윈드밀,https://static.exercisedb.dev/media/9Tkqa9O.gif,복근,obliques | 어깨,"Step:1 발을 어깨너비로 벌리고 오른손으로 케틀벨을 머리 위로 듭니다. | Step:2 왼쪽 발을 약 45도 바깥쪽으로 돌리고 오른쪽 발은 앞을 향하게 유지합니다. | Step:3 오른쪽 팔을 머리 위로 뻗은 상태를 유지하고 케틀벨을 주시하며 몸통을 왼쪽으로 구부립니다. | Step:4 오른쪽 팔을 곧게 펴고 왼쪽 팔을 옆으로 뻗은 상태를 유지하면서 몸통을 최대한 내립니다. | Step:5 잠시 멈춘 다음, 오른쪽 발로 밀어 올리고 복사근을 사용하여 시작 자세로 돌아옵니다. | Step:6 원하는 횟수만큼 반복한 다음, 반대쪽으로 전환합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9Tkqa9O.webp,weight,5.0,코어,허리 | 복부,케틀벨,,케틀벨
9tvVVM9,플렉서블 케이블 트라이셉스 푸시다운 (V-바),,삼두근,전완근,Step:1 케이블 머신에 V-바 부착물을 가장 높은 설정으로 연결합니다. | Step:2 케이블 머신을 마주보고 서서 발을 어깨너비로 벌립니다. | Step:3 V-바를 오버핸드 그립으로 잡고 손바닥이 아래를 향하게 하며 손은 어깨너비로 벌립니다. | Step:4 팔꿈치를 옆구리에 가깝게 유지하고 운동 내내 상완을 고정합니다. | Step:5 삼두근을 사용하고 숨을 내쉬면서 팔이 완전히 펴질 때까지 V-바를 아래로 누릅니다. 유연한 강도로 수행합니다. | Step:6 동작의 맨 아래에서 잠시 멈추고 삼두근을 꽉 조입니다. | Step:7 숨을 들이쉬면서 V-바를 제어하며 천천히 시작 자세로 되돌립니다. | Step:8 원하는 횟수만큼 반복합니다.,,weight,5.0,팔,상완,케이블 머신,,케이블
9vz4JlC,웨이티드 런지 위드 스윙 트위스티드,,둔근,quadriceps | 햄스트링 | 종아리,Step:1 발을 어깨너비로 벌리고 각 손에 무게를 듭니다. | Step:2 오른쪽 발을 앞으로 내딛으며 런지 자세로 몸을 낮춥니다. | Step:3 앞으로 런지하면서 팔을 곧게 펴고 무게를 앞 위로 스윙합니다. | Step:4 오른쪽 발로 밀고 시작 자세로 돌아오면서 무게를 뒤로 내립니다. | Step:5 (트위스티드 변형) 왼쪽 발로 반복하고 원하는 횟수만큼 다리를 번갈아 가며 계속합니다.,,weight,5.0,하체,허벅지,기타,중량,중량
9WTm7dq,체스트 딥,https://static.exercisedb.dev/media/9WTm7dq.gif,대흉근,삼두근 | 어깨,Step:1 평행봉 위에 서서 팔을 완전히 펴고 몸을 곧게 유지합니다. | Step:2 팔꿈치를 구부려 어깨가 팔꿈치 아래로 내려갈 때까지 몸을 내립니다. | Step:3 팔을 펴서 시작 자세로 다시 밀어 올립니다. | Step:4 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9WTm7dq.webp,weight,3.5,가슴,,맨몸,,맨몸
9XjtHvS,덤벨 풀오버,https://static.exercisedb.dev/media/9XjtHvS.gif,대흉근,latissimus dorsi | 삼두근,"Step:1 벤치 한쪽 끝에 머리를 두고 발을 바닥에 댄 채 평평하게 눕습니다. | Step:2 양손으로 덤벨을 잡고 팔을 가슴 위로 곧게 뻗습니다. | Step:3 팔꿈치를 약간 구부린 상태를 유지하면서 가슴과 어깨에 스트레칭이 느껴질 때까지 덤벨을 머리 뒤로 천천히 내립니다. | Step:4 잠시 멈춘 다음, 덤벨을 시작 자세로 다시 들어 올립니다. | Step:5 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9XjtHvS.webp,weight,2.5,가슴,,덤벨,,덤벨
9Z23cLE,바벨 인클라인 벤치 프레스 시티드,,대흉근,어깨 | 삼두근,"Step:1 인클라인 벤치를 45도 각도로 설정합니다. | Step:2 (시티드 변형) 벤치에 누워 발을 바닥에 평평하게 댑니다. | Step:3 바벨을 어깨너비보다 약간 넓게 오버핸드 그립으로 잡습니다. | Step:4 바벨을 언랙하고 팔꿈치를 45도 각도로 유지하면서 천천히 가슴 쪽으로 내립니다. | Step:5 맨 아래에서 잠시 멈춘 다음, 바벨을 시작 자세로 다시 밀어 올립니다. | Step:6 원하는 횟수만큼 반복합니다.",,weight,5.0,가슴,,바벨,,바벨
9ZGnq1w,트라이셉스 딥 (벤치 사이) - 익스트림 변형,,삼두근,가슴 | 어깨,"Step:1 벤치에 앉아 손가락이 앞을 향하도록 벤치 가장자리를 잡습니다. | Step:2 (익스트림 변형) 손으로 체중을 지탱하며 엉덩이를 벤치에서 뗍니다. | Step:3 팔꿈치를 구부려 등을 벤치에 가깝게 유지하면서 몸을 바닥 쪽으로 내립니다. | Step:4 맨 아래에서 잠시 멈춘 다음, 시작 자세로 다시 밀어 올립니다. | Step:5 원하는 횟수만큼 반복합니다.",,weight,3.5,팔,상완,맨몸,,맨몸
9ZGZuOD,인클라인 트위스팅 싯업,https://static.exercisedb.dev/media/9ZGZuOD.gif,복근,obliques,"Step:1 인클라인 벤치를 45도 각도로 설정합니다. | Step:2 발판 아래에 발을 고정하고 벤치에 눕습니다. | Step:3 손을 머리 뒤나 가슴 위에 올립니다. | Step:4 복근을 사용하고 상체를 벤치에서 들어 올려 앞으로 구부립니다. | Step:5 위로 구부리면서 몸통을 한쪽으로 비틀어 팔꿈치를 반대쪽 무릎 쪽으로 가져옵니다. | Step:6 맨 위에서 잠시 멈춘 다음, 상체를 천천히 시작 자세로 되돌립니다. | Step:7 이번에는 몸통을 다른 쪽으로 비틀면서 동작을 반복합니다. | Step:8 원하는 횟수만큼 번갈아 가며 계속합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/9ZGZuOD.webp,weight,3.5,코어,허리 | 복부,맨몸,,맨몸
A2upspL,원 레그 돈키 카프 레이즈,https://static.exercisedb.dev/media/A2upspL.gif,종아리,햄스트링 | 둔근,"Step:1 발을 어깨너비로 벌리고 발가락이 앞을 향하도록 섭니다. | Step:2 벽이나 바와 같이 안정적인 표면에 손을 대고 지지합니다. | Step:3 무릎을 약간 구부린 상태로 한쪽 다리를 들어 올립니다. | Step:4 종아리 근육을 사용하여 발뒤꿈치를 최대한 높이 들어 올립니다. | Step:5 맨 위에서 잠시 멈춘 다음, 발뒤꿈치를 천천히 다시 내립니다. | Step:6 원하는 횟수만큼 반복한 다음, 반대쪽 다리로 전환합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/A2upspL.webp,weight,3.5,하체,종아리,맨몸,,맨몸
A3P4O0R,케이블 시티드 로우 위드 리버스,,상부 등,이두근 | 전완근,"Step:1 발을 발판에 평평하게 대고 무릎을 약간 구부린 상태로 케이블 로우 머신에 앉습니다. | Step:2 등은 곧게 펴고 어깨는 편안하게 유지하면서 핸들을 오버핸드 그립으로 잡습니다. | Step:3 핸들을 몸 쪽으로 당기면서 어깨뼈를 함께 꽉 조입니다. 리버스 동작에 집중합니다. | Step:4 동작의 최고점에서 잠시 멈춘 다음, 핸들을 천천히 시작 자세로 되돌립니다. | Step:5 원하는 횟수만큼 반복합니다.",,weight,5.0,등,,케이블 머신,,케이블
a4F9Oyc,케틀벨 더블 얼터네이팅 행 클린,https://static.exercisedb.dev/media/a4F9Oyc.gif,이두근,전완근 | 어깨,Step:1 발을 어깨너비로 벌리고 각 손에 케틀벨을 오버핸드 그립으로 잡고 섭니다. | Step:2 무릎을 약간 구부리고 등을 곧게 펴고 가슴을 들어 올린 상태에서 엉덩이에서 몸을 앞으로 숙입니다. | Step:3 케틀벨을 몸 앞쪽으로 똑바로 늘어뜨립니다. | Step:4 한 번의 유동적인 동작으로 엉덩이와 무릎을 폭발적으로 펴면서 어깨를 으쓱합니다. | Step:5 케틀벨이 올라오면서 팔꿈치를 높이 들고 옆으로 벌린 상태를 유지하며 어깨 쪽으로 당깁니다. | Step:6 케틀벨을 어깨 높이에서 잡고 손바닥은 안쪽을 향하게 하고 팔꿈치는 앞을 향하게 합니다. | Step:7 케틀벨을 시작 자세로 되돌리고 원하는 횟수만큼 반복합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/a4F9Oyc.webp,weight,5.0,팔,상완,케틀벨,,케틀벨
A6wtbuL,덤벨 스탠딩 오버헤드 프레스,https://static.exercisedb.dev/media/A6wtbuL.gif,삼각근,삼두근 | 상부 등,"Step:1 발을 어깨너비로 벌리고 각 손에 덤벨을 어깨 높이에서 손바닥이 앞을 향하도록 잡고 섭니다. | Step:2 팔이 머리 위로 완전히 펴질 때까지 덤벨을 위로 누릅니다. | Step:3 맨 위에서 잠시 멈춘 다음, 덤벨을 천천히 어깨 높이로 되돌립니다. | Step:4 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/A6wtbuL.webp,weight,5.0,어깨,,덤벨,,덤벨
a8VDgLw,스테이셔너리 바이크 워크,https://static.exercisedb.dev/media/a8VDgLw.gif,심폐 지구력,quadriceps | 햄스트링 | 종아리,Step:1 스테이셔너리 바이크의 안장 높이와 위치를 조절하여 올바른 정렬을 확인합니다. | Step:2 페달에 발을 올리고 가능한 경우 스트랩으로 고정합니다. | Step:3 허리를 곧게 펴고 코어를 고정한 상태에서 편안한 속도로 페달을 밟기 시작합니다. | Step:4 꾸준한 리듬을 유지하고 원하는 경우 저항 수준을 높입니다. | Step:5 원하는 시간 동안 유산소 운동을 위해 페달을 계속 밟습니다. | Step:6 점차 속도와 저항 수준을 줄여 쿨다운합니다. | Step:7 운동 후 다리 근육을 스트레칭하여 긴장을 방지하고 회복을 촉진합니다.,https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/a8VDgLw.webp,cardio,2.5,유산소,,머신,레버리지 머신,레버리지 머신
A9qxk2F,아처 푸시업,https://static.exercisedb.dev/media/A9qxk2F.gif,대흉근,삼두근 | 어깨 | 코어,"Step:1 손을 어깨너비보다 약간 넓게 벌리고 푸시업 자세를 취합니다. | Step:2 한쪽 팔을 지면과 평행하게 옆으로 쭉 뻗습니다. | Step:3 팔꿈치를 구부려 몸을 낮추고, 허리를 곧게 펴고 코어를 고정합니다. | Step:4 시작 자세로 다시 밀어 올립니다. | Step:5 반대쪽 팔을 옆으로 뻗어 반대쪽에서 반복합니다. | Step:6 원하는 횟수만큼 번갈아 가며 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/A9qxk2F.webp,weight,3.5,가슴,,맨몸,,맨몸
aaxA3cm,스미스 리버스 그립 벤트 오버 로우,https://static.exercisedb.dev/media/aaxA3cm.gif,상부 등,이두근 | 전완근,"Step:1 스미스 머신의 바를 엉덩이 높이로 설정합니다. | Step:2 발을 어깨너비로 벌리고 바를 향해 섭니다. | Step:3 무릎을 살짝 구부리고 허리를 곧게 편 상태에서 엉덩이를 뒤로 접습니다. | Step:4 손을 어깨너비로 벌리고 언더핸드 그립으로 바를 잡습니다. | Step:5 견갑골을 함께 조이면서 바를 하부 가슴 쪽으로 당깁니다. | Step:6 상단에서 잠시 멈춘 후, 천천히 바를 시작 자세로 되돌립니다. | Step:7 원하는 횟수만큼 반복합니다.",https://melo2026.s3.ap-northeast-2.amazonaws.com/workout-images/aaxA3cm.webp,weight,5.0,등,,스미스 머신,,스미스 머신
